Feature 1,Feature 2,Correlation,Abs_Correlation,label_abs_corr_feat1,label_abs_corr_feat2, Feature 1 Missing , Feature 2 Missing 
mort_acc,pub_rec_bankruptcies,-0.80%,0.80%,3.24%,2.17%, 2.36 , 0.07 
chargeoff_within_12_mths,mths_since_recent_bc,0.79%,0.79%,0.21%,4.36%, 0.01 , 3.34 
zip_code,total_il_high_credit_limit,0.79%,0.79%,0.06%,1.21%, - , 3.33 
collections_12_mths_ex_med,mo_sin_old_rev_tl_op,-0.79%,0.79%,1.01%,3.56%, 0.01 , 3.33 
mths_since_recent_revol_delinq,num_actv_rev_tl,-0.79%,0.79%,0.67%,5.07%, 66.98 , 3.33 
int_rate,num_tl_120dpd_2m,0.79%,0.79%,19.85%,0.22%, - , 7.13 
term,num_tl_op_past_12m,0.78%,0.78%,9.11%,7.72%, - , 3.33 
open_acc_6m,mo_sin_old_rev_tl_op,-0.78%,0.78%,6.07%,3.56%, 40.42 , 3.33 
desc,mths_since_rcnt_il,-0.78%,0.78%,1.96%,3.24%, 94.16 , 42.30 
zip_code,year_issued,-0.78%,0.78%,0.06%,14.60%, - , - 
delinq_amnt,mths_since_recent_revol_delinq,-0.78%,0.78%,0.59%,0.67%, 0.00 , 66.98 
zip_code,revol_util,0.78%,0.78%,0.06%,6.95%, - , 0.08 
num_actv_bc_tl,tax_liens,0.77%,0.77%,2.34%,1.36%, 3.33 , 0.00 
pub_rec,num_bc_tl,-0.77%,0.77%,2.88%,1.56%, 0.00 , 3.33 
title,mo_sin_rcnt_rev_tl_op,0.77%,0.77%,2.77%,5.12%, 1.05 , 3.33 
desc,mo_sin_old_rev_tl_op,-0.77%,0.77%,1.96%,3.56%, 94.16 , 3.33 
dti,num_tl_30dpd,0.77%,0.77%,7.83%,0.48%, - , 3.33 
emp_title,total_cu_tl,-0.77%,0.77%,2.52%,0.93%, 6.96 , 40.42 
issue_d,mort_acc,-0.77%,0.77%,1.78%,3.24%, - , 2.36 
tot_coll_amt,avg_cur_bal,-0.77%,0.77%,0.15%,5.62%, 3.33 , 3.33 
issue_d,percent_bc_gt_75,-0.76%,0.76%,1.78%,7.83%, - , 3.43 
term,mo_sin_rcnt_tl,-0.76%,0.76%,9.11%,5.35%, - , 3.33 
mths_since_last_record,open_il_12m,-0.76%,0.76%,2.03%,6.05%, 84.01 , 40.42 
emp_length,mo_sin_rcnt_rev_tl_op,-0.76%,0.76%,2.21%,5.12%, 6.09 , 3.33 
initial_list_status,num_tl_30dpd,-0.76%,0.76%,6.85%,0.48%, - , 3.33 
annual_inc,open_rv_12m,-0.76%,0.76%,3.54%,5.27%, - , 40.42 
total_acc,initial_list_status,0.76%,0.76%,1.58%,6.85%, 0.00 , - 
num_sats,num_tl_30dpd,0.76%,0.76%,1.84%,0.48%, 2.77 , 3.33 
term,mths_since_last_delinq,0.76%,0.76%,9.11%,1.30%, - , 50.89 
emp_title,acc_open_past_24mths,-0.76%,0.76%,2.52%,8.87%, 6.96 , 2.36 
tot_coll_amt,chargeoff_within_12_mths,0.76%,0.76%,0.15%,0.21%, 3.33 , 0.01 
issue_d,purpose,-0.75%,0.75%,1.78%,1.37%, - , - 
grade,zip_code,-0.75%,0.75%,22.19%,0.06%, - , - 
grade,open_acc,-0.75%,0.75%,22.19%,1.78%, - , 0.00 
inq_last_12m,total_bc_limit,-0.75%,0.75%,6.37%,7.27%, 40.42 , 2.36 
num_accts_ever_120_pd,tot_hi_cred_lim,0.75%,0.75%,0.85%,6.20%, 3.33 , 3.33 
mo_sin_old_rev_tl_op,num_il_tl,-0.75%,0.75%,3.56%,1.03%, 3.33 , 3.33 
home_ownership,desc,0.75%,0.75%,5.05%,1.96%, - , 94.16 
num_il_tl,num_tl_30dpd,0.75%,0.75%,1.03%,0.48%, 3.33 , 3.33 
term,open_acc_6m,0.74%,0.74%,9.11%,6.07%, - , 40.42 
revol_bal,tax_liens,-0.74%,0.74%,1.79%,1.36%, - , 0.00 
num_sats,tax_liens,-0.74%,0.74%,1.84%,1.36%, 2.77 , 0.00 
purpose,total_bal_il,-0.73%,0.73%,1.37%,0.20%, - , 40.42 
zip_code,num_accts_ever_120_pd,-0.73%,0.73%,0.06%,0.85%, - , 3.33 
mo_sin_old_rev_tl_op,mths_since_recent_bc_dlq,0.73%,0.73%,3.56%,0.31%, 3.33 , 76.74 
num_tl_30dpd,num_tl_90g_dpd_24m,0.73%,0.73%,0.48%,1.22%, 3.33 , 3.33 
tot_coll_amt,year_issued,0.73%,0.73%,0.15%,14.60%, 3.33 , - 
collections_12_mths_ex_med,num_sats,0.73%,0.73%,1.01%,1.84%, 0.01 , 2.77 
emp_length,zip_code,0.73%,0.73%,2.21%,0.06%, 6.09 , - 
mths_since_recent_revol_delinq,num_actv_bc_tl,0.73%,0.73%,0.67%,2.34%, 66.98 , 3.33 
earliest_cr_line,num_op_rev_tl,-0.72%,0.72%,0.11%,2.36%, 0.00 , 3.33 
mths_since_recent_bc,year_issued,-0.72%,0.72%,4.36%,14.60%, 3.34 , - 
mo_sin_rcnt_rev_tl_op,total_il_high_credit_limit,0.72%,0.72%,5.12%,1.21%, 3.33 , 3.33 
mths_since_last_delinq,num_il_tl,-0.72%,0.72%,1.30%,1.03%, 50.89 , 3.33 
num_tl_90g_dpd_24m,tot_hi_cred_lim,0.71%,0.71%,1.22%,6.20%, 3.33 , 3.33 
home_ownership,all_util,0.71%,0.71%,5.05%,7.38%, - , 40.43 
home_ownership,collections_12_mths_ex_med,0.71%,0.71%,5.05%,1.01%, - , 0.01 
annual_inc,pub_rec,-0.71%,0.71%,3.54%,2.88%, - , 0.00 
purpose,open_acc_6m,0.71%,0.71%,1.37%,6.07%, - , 40.42 
collections_12_mths_ex_med,num_il_tl,0.71%,0.71%,1.01%,1.03%, 0.01 , 3.33 
chargeoff_within_12_mths,mths_since_recent_inq,-0.71%,0.71%,0.21%,5.32%, 0.01 , 13.08 
issue_d,num_rev_accts,-0.70%,0.70%,1.78%,2.22%, - , 3.33 
num_il_tl,num_tl_120dpd_2m,0.70%,0.70%,1.03%,0.22%, 3.33 , 7.13 
open_act_il,num_bc_sats,-0.70%,0.70%,0.89%,0.43%, 40.42 , 2.77 
zip_code,mo_sin_old_rev_tl_op,-0.70%,0.70%,0.06%,3.56%, - , 3.33 
emp_length,year_issued,-0.70%,0.70%,2.21%,14.60%, 6.09 , - 
emp_length,addr_state,-0.69%,0.69%,2.21%,0.36%, 6.09 , - 
int_rate,zip_code,-0.68%,0.68%,19.85%,0.06%, - , - 
purpose,acc_open_past_24mths,-0.68%,0.68%,1.37%,8.87%, - , 2.36 
annual_inc,bc_util,0.68%,0.68%,3.54%,7.59%, - , 3.46 
mths_since_recent_inq,num_tl_30dpd,0.68%,0.68%,5.32%,0.48%, 13.08 , 3.33 
mths_since_last_record,num_tl_120dpd_2m,-0.68%,0.68%,2.03%,0.22%, 84.01 , 7.13 
addr_state,open_rv_12m,-0.68%,0.68%,0.36%,5.27%, - , 40.42 
addr_state,bc_open_to_buy,-0.68%,0.68%,0.36%,8.08%, - , 3.40 
delinq_amnt,mo_sin_rcnt_tl,0.67%,0.67%,0.59%,5.35%, 0.00 , 3.33 
issue_d,total_bc_limit,0.67%,0.67%,1.78%,7.27%, - , 2.36 
sub_grade,zip_code,-0.67%,0.67%,22.50%,0.06%, - , - 
zip_code,mo_sin_rcnt_rev_tl_op,0.67%,0.67%,0.06%,5.12%, - , 3.33 
tot_coll_amt,total_bal_il,-0.66%,0.66%,0.15%,0.20%, 3.33 , 40.42 
annual_inc,num_tl_90g_dpd_24m,0.66%,0.66%,3.54%,1.22%, - , 3.33 
num_bc_tl,tax_liens,-0.66%,0.66%,1.56%,1.36%, 3.33 , 0.00 
term,tax_liens,-0.66%,0.66%,9.11%,1.36%, - , 0.00 
verification_status,mths_since_recent_bc_dlq,0.66%,0.66%,9.68%,0.31%, - , 76.74 
issue_d,pct_tl_nvr_dlq,0.66%,0.66%,1.78%,0.37%, - , 3.33 
open_act_il,total_bc_limit,0.66%,0.66%,0.89%,7.27%, 40.42 , 2.36 
emp_title,bc_open_to_buy,-0.66%,0.66%,2.52%,8.08%, 6.96 , 3.40 
open_rv_24m,num_tl_30dpd,-0.66%,0.66%,6.91%,0.48%, 40.42 , 3.33 
desc,mths_since_last_delinq,-0.65%,0.65%,1.96%,1.30%, 94.16 , 50.89 
term,delinq_2yrs,-0.65%,0.65%,9.11%,1.91%, - , 0.00 
desc,mths_since_recent_bc,-0.65%,0.65%,1.96%,4.36%, 94.16 , 3.34 
tot_coll_amt,num_il_tl,0.65%,0.65%,0.15%,1.03%, 3.33 , 3.33 
emp_title,mths_since_recent_inq,-0.65%,0.65%,2.52%,5.32%, 6.96 , 13.08 
total_bal_il,year_issued,-0.65%,0.65%,0.20%,14.60%, 40.42 , - 
earliest_cr_line,total_bal_il,0.65%,0.65%,0.11%,0.20%, 0.00 , 40.42 
zip_code,num_tl_30dpd,-0.65%,0.65%,0.06%,0.48%, - , 3.33 
num_tl_30dpd,tax_liens,0.65%,0.65%,0.48%,1.36%, 3.33 , 0.00 
addr_state,collections_12_mths_ex_med,0.64%,0.64%,0.36%,1.01%, - , 0.01 
num_rev_accts,num_tl_120dpd_2m,0.64%,0.64%,2.22%,0.22%, 3.33 , 7.13 
il_util,tot_hi_cred_lim,-0.64%,0.64%,5.89%,6.20%, 48.95 , 3.33 
sub_grade,desc,0.64%,0.64%,22.50%,1.96%, - , 94.16 
title,num_tl_120dpd_2m,0.64%,0.64%,2.77%,0.22%, 1.05 , 7.13 
num_accts_ever_120_pd,tax_liens,0.64%,0.64%,0.85%,1.36%, 3.33 , 0.00 
collections_12_mths_ex_med,num_op_rev_tl,0.63%,0.63%,1.01%,2.36%, 0.01 , 3.33 
tot_coll_amt,total_il_high_credit_limit,-0.63%,0.63%,0.15%,1.21%, 3.33 , 3.33 
issue_d,mths_since_last_major_derog,0.63%,0.63%,1.78%,1.14%, - , 73.98 
purpose,num_tl_30dpd,0.63%,0.63%,1.37%,0.48%, - , 3.33 
delinq_amnt,mo_sin_old_il_acct,0.63%,0.63%,0.59%,2.12%, 0.00 , 6.37 
title,zip_code,-0.63%,0.63%,2.77%,0.06%, 1.05 , - 
zip_code,percent_bc_gt_75,0.63%,0.63%,0.06%,7.83%, - , 3.43 
dti,open_rv_12m,-0.63%,0.63%,7.83%,5.27%, - , 40.42 
open_act_il,mths_since_recent_bc,-0.63%,0.63%,0.89%,4.36%, 40.42 , 3.34 
revol_bal,open_il_24m,-0.63%,0.63%,1.79%,6.07%, - , 40.42 
addr_state,tax_liens,-0.62%,0.62%,0.36%,1.36%, - , 0.00 
num_actv_bc_tl,year_issued,-0.62%,0.62%,2.34%,14.60%, 3.33 , - 
emp_title,earliest_cr_line,-0.62%,0.62%,2.52%,0.11%, 6.96 , 0.00 
open_rv_24m,num_il_tl,0.62%,0.62%,6.91%,1.03%, 40.42 , 3.33 
mths_since_rcnt_il,num_tl_120dpd_2m,0.62%,0.62%,3.24%,0.22%, 42.30 , 7.13 
desc,purpose,-0.62%,0.62%,1.96%,1.37%, 94.16 , - 
delinq_amnt,total_bal_ex_mort,0.62%,0.62%,0.59%,1.03%, 0.00 , 2.36 
total_rev_hi_lim,num_tl_30dpd,0.62%,0.62%,5.74%,0.48%, 3.33 , 3.33 
addr_state,mo_sin_rcnt_rev_tl_op,0.61%,0.61%,0.36%,5.12%, - , 3.33 
annual_inc,pct_tl_nvr_dlq,-0.61%,0.61%,3.54%,0.37%, - , 3.33 
total_bal_il,mo_sin_rcnt_rev_tl_op,-0.61%,0.61%,0.20%,5.12%, 40.42 , 3.33 
zip_code,chargeoff_within_12_mths,-0.61%,0.61%,0.06%,0.21%, - , 0.01 
zip_code,initial_list_status,-0.61%,0.61%,0.06%,6.85%, - , - 
emp_length,num_tl_30dpd,-0.61%,0.61%,2.21%,0.48%, 6.09 , 3.33 
emp_title,year_issued,-0.61%,0.61%,2.52%,14.60%, 6.96 , - 
home_ownership,mo_sin_rcnt_rev_tl_op,-0.61%,0.61%,5.05%,5.12%, - , 3.33 
pub_rec,all_util,-0.61%,0.61%,2.88%,7.38%, 0.00 , 40.43 
delinq_2yrs,num_op_rev_tl,0.61%,0.61%,1.91%,2.36%, 0.00 , 3.33 
emp_length,title,0.61%,0.61%,2.21%,2.77%, 6.09 , 1.05 
zip_code,earliest_cr_line,-0.61%,0.61%,0.06%,0.11%, - , 0.00 
installment,open_rv_24m,-0.60%,0.60%,3.00%,6.91%, - , 40.42 
num_tl_120dpd_2m,percent_bc_gt_75,-0.60%,0.60%,0.22%,7.83%, 7.13 , 3.43 
installment,delinq_2yrs,0.60%,0.60%,3.00%,1.91%, - , 0.00 
open_acc,tax_liens,-0.60%,0.60%,1.78%,1.36%, 0.00 , 0.00 
mo_sin_old_il_acct,num_tl_120dpd_2m,0.60%,0.60%,2.12%,0.22%, 6.37 , 7.13 
emp_title,mths_since_recent_bc,0.60%,0.60%,2.52%,4.36%, 6.96 , 3.34 
all_util,chargeoff_within_12_mths,-0.60%,0.60%,7.38%,0.21%, 40.43 , 0.01 
mo_sin_old_il_acct,mths_since_recent_revol_delinq,-0.60%,0.60%,2.12%,0.67%, 6.37 , 66.98 
int_rate,issue_d,0.59%,0.59%,19.85%,1.78%, - , - 
open_act_il,mo_sin_rcnt_rev_tl_op,-0.59%,0.59%,0.89%,5.12%, 40.42 , 3.33 
verification_status,num_tl_30dpd,0.59%,0.59%,9.68%,0.48%, - , 3.33 
verification_status,zip_code,0.59%,0.59%,9.68%,0.06%, - , - 
num_sats,year_issued,0.59%,0.59%,1.84%,14.60%, 2.77 , - 
revol_util,num_tl_120dpd_2m,-0.59%,0.59%,6.95%,0.22%, 0.08 , 7.13 
desc,total_acc,-0.59%,0.59%,1.96%,1.58%, 94.16 , 0.00 
home_ownership,mths_since_last_major_derog,-0.59%,0.59%,5.05%,1.14%, - , 73.98 
desc,mths_since_recent_bc_dlq,-0.58%,0.58%,1.96%,0.31%, 94.16 , 76.74 
mths_since_last_record,max_bal_bc,0.58%,0.58%,2.03%,3.23%, 84.01 , 40.42 
initial_list_status,mths_since_recent_bc_dlq,-0.58%,0.58%,6.85%,0.31%, - , 76.74 
addr_state,num_bc_tl,-0.58%,0.58%,0.36%,1.56%, - , 3.33 
bc_open_to_buy,num_il_tl,0.58%,0.58%,8.08%,1.03%, 3.40 , 3.33 
mo_sin_rcnt_rev_tl_op,num_tl_120dpd_2m,0.58%,0.58%,5.12%,0.22%, 3.33 , 7.13 
total_acc,collections_12_mths_ex_med,0.58%,0.58%,1.58%,1.01%, 0.00 , 0.01 
initial_list_status,num_actv_bc_tl,0.57%,0.57%,6.85%,2.34%, - , 3.33 
open_il_12m,num_tl_120dpd_2m,-0.57%,0.57%,6.05%,0.22%, 40.42 , 7.13 
issue_d,total_acc,-0.57%,0.57%,1.78%,1.58%, - , 0.00 
annual_inc,collections_12_mths_ex_med,-0.57%,0.57%,3.54%,1.01%, - , 0.01 
open_il_24m,num_tl_120dpd_2m,-0.57%,0.57%,6.07%,0.22%, 40.42 , 7.13 
pub_rec,collections_12_mths_ex_med,0.57%,0.57%,2.88%,1.01%, 0.00 , 0.01 
emp_length,dti,0.57%,0.57%,2.21%,7.83%, 6.09 , - 
acc_open_past_24mths,chargeoff_within_12_mths,0.57%,0.57%,8.87%,0.21%, 2.36 , 0.01 
home_ownership,open_act_il,-0.57%,0.57%,5.05%,0.89%, - , 40.42 
open_il_12m,delinq_amnt,-0.56%,0.56%,6.05%,0.59%, 40.42 , 0.00 
open_acc_6m,num_tl_120dpd_2m,-0.56%,0.56%,6.07%,0.22%, 40.42 , 7.13 
inq_last_6mths,num_tl_30dpd,-0.56%,0.56%,7.88%,0.48%, 0.00 , 3.33 
desc,num_actv_bc_tl,-0.56%,0.56%,1.96%,2.34%, 94.16 , 3.33 
mths_since_last_major_derog,percent_bc_gt_75,0.56%,0.56%,1.14%,7.83%, 73.98 , 3.43 
open_il_24m,num_tl_30dpd,-0.56%,0.56%,6.07%,0.48%, 40.42 , 3.33 
annual_inc,purpose,0.56%,0.56%,3.54%,1.37%, - , - 
delinq_amnt,num_tl_op_past_12m,-0.56%,0.56%,0.59%,7.72%, 0.00 , 3.33 
revol_util,num_tl_90g_dpd_24m,-0.56%,0.56%,6.95%,1.22%, 0.08 , 3.33 
desc,il_util,-0.55%,0.55%,1.96%,5.89%, 94.16 , 48.95 
num_tl_120dpd_2m,num_tl_op_past_12m,-0.55%,0.55%,0.22%,7.72%, 7.13 , 3.33 
sub_grade,earliest_cr_line,0.55%,0.55%,22.50%,0.11%, - , 0.00 
earliest_cr_line,inq_last_12m,0.55%,0.55%,0.11%,6.37%, 0.00 , 40.42 
mths_since_last_record,open_act_il,-0.55%,0.55%,2.03%,0.89%, 84.01 , 40.42 
issue_d,open_rv_24m,-0.55%,0.55%,1.78%,6.91%, - , 40.42 
addr_state,num_rev_accts,0.55%,0.55%,0.36%,2.22%, - , 3.33 
title,num_tl_op_past_12m,0.55%,0.55%,2.77%,7.72%, 1.05 , 3.33 
num_tl_30dpd,total_bal_ex_mort,0.54%,0.54%,0.48%,1.03%, 3.33 , 2.36 
title,acc_open_past_24mths,-0.54%,0.54%,2.77%,8.87%, 1.05 , 2.36 
zip_code,mo_sin_rcnt_tl,-0.54%,0.54%,0.06%,5.35%, - , 3.33 
open_acc,num_tl_120dpd_2m,0.54%,0.54%,1.78%,0.22%, 0.00 , 7.13 
num_il_tl,year_issued,-0.54%,0.54%,1.03%,14.60%, 3.33 , - 
chargeoff_within_12_mths,total_il_high_credit_limit,0.54%,0.54%,0.21%,1.21%, 0.01 , 3.33 
grade,earliest_cr_line,0.54%,0.54%,22.19%,0.11%, - , 0.00 
initial_list_status,pub_rec_bankruptcies,0.54%,0.54%,6.85%,2.17%, - , 0.07 
inq_fi,num_tl_120dpd_2m,-0.54%,0.54%,3.68%,0.22%, 40.42 , 7.13 
num_bc_tl,num_tl_120dpd_2m,0.53%,0.53%,1.56%,0.22%, 3.33 , 7.13 
term,mths_since_last_major_derog,0.53%,0.53%,9.11%,1.14%, - , 73.98 
issue_d,avg_cur_bal,-0.53%,0.53%,1.78%,5.62%, - , 3.33 
pub_rec,chargeoff_within_12_mths,-0.53%,0.53%,2.88%,0.21%, 0.00 , 0.01 
int_rate,earliest_cr_line,0.53%,0.53%,19.85%,0.11%, - , 0.00 
open_acc,chargeoff_within_12_mths,0.53%,0.53%,1.78%,0.21%, 0.00 , 0.01 
zip_code,total_bal_ex_mort,-0.53%,0.53%,0.06%,1.03%, - , 2.36 
num_bc_sats,num_il_tl,-0.53%,0.53%,0.43%,1.03%, 2.77 , 3.33 
issue_d,il_util,-0.53%,0.53%,1.78%,5.89%, - , 48.95 
total_cu_tl,num_tl_90g_dpd_24m,0.53%,0.53%,0.93%,1.22%, 40.42 , 3.33 
acc_open_past_24mths,mo_sin_old_il_acct,0.52%,0.52%,8.87%,2.12%, 2.36 , 6.37 
inq_fi,num_tl_90g_dpd_24m,0.52%,0.52%,3.68%,1.22%, 40.42 , 3.33 
dti,inq_last_6mths,-0.52%,0.52%,7.83%,7.88%, - , 0.00 
mo_sin_rcnt_tl,tax_liens,-0.52%,0.52%,5.35%,1.36%, 3.33 , 0.00 
emp_title,open_acc_6m,-0.52%,0.52%,2.52%,6.07%, 6.96 , 40.42 
title,tot_coll_amt,0.52%,0.52%,2.77%,0.15%, 1.05 , 3.33 
tot_coll_amt,open_il_12m,0.52%,0.52%,0.15%,6.05%, 3.33 , 40.42 
collections_12_mths_ex_med,mths_since_rcnt_il,-0.52%,0.52%,1.01%,3.24%, 0.01 , 42.30 
addr_state,inq_last_12m,-0.51%,0.51%,0.36%,6.37%, - , 40.42 
pub_rec,pct_tl_nvr_dlq,-0.51%,0.51%,2.88%,0.37%, 0.00 , 3.33 
open_il_24m,delinq_amnt,-0.51%,0.51%,6.07%,0.59%, 40.42 , 0.00 
issue_d,total_rev_hi_lim,0.51%,0.51%,1.78%,5.74%, - , 3.33 
acc_open_past_24mths,delinq_amnt,-0.51%,0.51%,8.87%,0.59%, 2.36 , 0.00 
installment,zip_code,0.51%,0.51%,3.00%,0.06%, - , - 
chargeoff_within_12_mths,delinq_amnt,0.51%,0.51%,0.21%,0.59%, 0.01 , 0.00 
issue_d,chargeoff_within_12_mths,-0.51%,0.51%,1.78%,0.21%, - , 0.01 
num_tl_120dpd_2m,year_issued,-0.50%,0.50%,0.22%,14.60%, 7.13 , - 
num_actv_bc_tl,num_tl_30dpd,-0.50%,0.50%,2.34%,0.48%, 3.33 , 3.33 
annual_inc,chargeoff_within_12_mths,0.50%,0.50%,3.54%,0.21%, - , 0.01 
zip_code,all_util,0.50%,0.50%,0.06%,7.38%, - , 40.43 
open_act_il,num_rev_tl_bal_gt_0,0.50%,0.50%,0.89%,5.06%, 40.42 , 3.33 
mths_since_recent_bc,num_il_tl,-0.50%,0.50%,4.36%,1.03%, 3.34 , 3.33 
earliest_cr_line,total_cu_tl,-0.50%,0.50%,0.11%,0.93%, 0.00 , 40.42 
inq_fi,num_tl_30dpd,-0.50%,0.50%,3.68%,0.48%, 40.42 , 3.33 
mo_sin_old_rev_tl_op,mths_since_recent_revol_delinq,-0.49%,0.49%,3.56%,0.67%, 3.33 , 66.98 
purpose,num_il_tl,-0.49%,0.49%,1.37%,1.03%, - , 3.33 
delinq_2yrs,open_il_12m,-0.49%,0.49%,1.91%,6.05%, 0.00 , 40.42 
desc,tot_hi_cred_lim,0.49%,0.49%,1.96%,6.20%, 94.16 , 3.33 
annual_inc,num_tl_120dpd_2m,0.49%,0.49%,3.54%,0.22%, - , 7.13 
purpose,addr_state,-0.49%,0.49%,1.37%,0.36%, - , - 
addr_state,open_acc_6m,0.49%,0.49%,0.36%,6.07%, - , 40.42 
chargeoff_within_12_mths,num_tl_op_past_12m,0.49%,0.49%,0.21%,7.72%, 0.01 , 3.33 
mths_since_last_delinq,percent_bc_gt_75,0.49%,0.49%,1.30%,7.83%, 50.89 , 3.43 
collections_12_mths_ex_med,open_act_il,0.49%,0.49%,1.01%,0.89%, 0.01 , 40.42 
open_il_12m,num_tl_30dpd,-0.49%,0.49%,6.05%,0.48%, 40.42 , 3.33 
home_ownership,tot_coll_amt,-0.49%,0.49%,5.05%,0.15%, - , 3.33 
open_act_il,num_tl_30dpd,0.48%,0.48%,0.89%,0.48%, 40.42 , 3.33 
issue_d,mths_since_recent_bc_dlq,0.48%,0.48%,1.78%,0.31%, - , 76.74 
zip_code,pub_rec,0.48%,0.48%,0.06%,2.88%, - , 0.00 
tot_coll_amt,mths_since_recent_bc,-0.48%,0.48%,0.15%,4.36%, 3.33 , 3.34 
delinq_2yrs,year_issued,-0.48%,0.48%,1.91%,14.60%, 0.00 , - 
int_rate,emp_length,0.48%,0.48%,19.85%,2.21%, - , 6.09 
mths_since_recent_inq,num_tl_120dpd_2m,0.48%,0.48%,5.32%,0.22%, 13.08 , 7.13 
mths_since_rcnt_il,year_issued,-0.48%,0.48%,3.24%,14.60%, 42.30 , - 
zip_code,acc_open_past_24mths,0.48%,0.48%,0.06%,8.87%, - , 2.36 
emp_length,collections_12_mths_ex_med,-0.47%,0.47%,2.21%,1.01%, 6.09 , 0.01 
title,mths_since_recent_revol_delinq,-0.47%,0.47%,2.77%,0.67%, 1.05 , 66.98 
emp_title,addr_state,0.47%,0.47%,2.52%,0.36%, 6.96 , - 
mths_since_last_major_derog,inq_last_12m,-0.47%,0.47%,1.14%,6.37%, 73.98 , 40.42 
earliest_cr_line,chargeoff_within_12_mths,-0.47%,0.47%,0.11%,0.21%, 0.00 , 0.01 
chargeoff_within_12_mths,num_rev_tl_bal_gt_0,-0.47%,0.47%,0.21%,5.06%, 0.01 , 3.33 
open_rv_12m,num_tl_30dpd,-0.46%,0.46%,5.27%,0.48%, 40.42 , 3.33 
earliest_cr_line,num_actv_rev_tl,-0.46%,0.46%,0.11%,5.07%, 0.00 , 3.33 
delinq_amnt,mo_sin_rcnt_rev_tl_op,0.46%,0.46%,0.59%,5.12%, 0.00 , 3.33 
total_acc,delinq_amnt,0.46%,0.46%,1.58%,0.59%, 0.00 , 0.00 
tot_coll_amt,num_tl_90g_dpd_24m,0.46%,0.46%,0.15%,1.22%, 3.33 , 3.33 
loan_amnt,delinq_2yrs,-0.46%,0.46%,2.68%,1.91%, - , 0.00 
num_actv_rev_tl,num_tl_30dpd,0.45%,0.45%,5.07%,0.48%, 3.33 , 3.33 
title,mths_since_last_record,-0.45%,0.45%,2.77%,2.03%, 1.05 , 84.01 
earliest_cr_line,tax_liens,-0.45%,0.45%,0.11%,1.36%, 0.00 , 0.00 
delinq_amnt,mo_sin_old_rev_tl_op,0.45%,0.45%,0.59%,3.56%, 0.00 , 3.33 
title,pub_rec_bankruptcies,-0.45%,0.45%,2.77%,2.17%, 1.05 , 0.07 
bc_util,num_tl_120dpd_2m,-0.45%,0.45%,7.59%,0.22%, 3.46 , 7.13 
emp_title,num_tl_op_past_12m,-0.44%,0.44%,2.52%,7.72%, 6.96 , 3.33 
funded_amnt,delinq_2yrs,-0.44%,0.44%,2.68%,1.91%, - , 0.00 
earliest_cr_line,num_rev_tl_bal_gt_0,-0.44%,0.44%,0.11%,5.06%, 0.00 , 3.33 
mths_since_last_delinq,total_cu_tl,-0.44%,0.44%,1.30%,0.93%, 50.89 , 40.42 
tot_cur_bal,num_tl_120dpd_2m,0.44%,0.44%,5.24%,0.22%, 3.33 , 7.13 
open_rv_24m,chargeoff_within_12_mths,0.44%,0.44%,6.91%,0.21%, 40.42 , 0.01 
emp_length,open_rv_24m,0.44%,0.44%,2.21%,6.91%, 6.09 , 40.42 
desc,chargeoff_within_12_mths,0.44%,0.44%,1.96%,0.21%, 94.16 , 0.01 
zip_code,mo_sin_old_il_acct,-0.44%,0.44%,0.06%,2.12%, - , 6.37 
num_tl_120dpd_2m,tot_hi_cred_lim,0.44%,0.44%,0.22%,6.20%, 7.13 , 3.33 
addr_state,delinq_amnt,0.44%,0.44%,0.36%,0.59%, - , 0.00 
earliest_cr_line,total_il_high_credit_limit,0.43%,0.43%,0.11%,1.21%, 0.00 , 3.33 
funded_amnt_inv,delinq_2yrs,-0.43%,0.43%,2.64%,1.91%, - , 0.00 
zip_code,collections_12_mths_ex_med,-0.43%,0.43%,0.06%,1.01%, - , 0.01 
inq_last_6mths,total_bc_limit,-0.43%,0.43%,7.88%,7.27%, 0.00 , 2.36 
num_tl_30dpd,num_tl_op_past_12m,-0.43%,0.43%,0.48%,7.72%, 3.33 , 3.33 
num_rev_tl_bal_gt_0,num_tl_30dpd,0.43%,0.43%,5.06%,0.48%, 3.33 , 3.33 
addr_state,max_bal_bc,0.42%,0.42%,0.36%,3.23%, - , 40.42 
num_tl_120dpd_2m,total_il_high_credit_limit,0.42%,0.42%,0.22%,1.21%, 7.13 , 3.33 
delinq_amnt,mths_since_recent_bc,0.42%,0.42%,0.59%,4.36%, 0.00 , 3.34 
delinq_2yrs,num_actv_rev_tl,-0.42%,0.42%,1.91%,5.07%, 0.00 , 3.33 
annual_inc,delinq_amnt,0.42%,0.42%,3.54%,0.59%, - , 0.00 
desc,addr_state,0.42%,0.42%,1.96%,0.36%, 94.16 , - 
home_ownership,num_tl_90g_dpd_24m,-0.42%,0.42%,5.05%,1.22%, - , 3.33 
delinq_2yrs,initial_list_status,-0.42%,0.42%,1.91%,6.85%, 0.00 , - 
pub_rec,num_tl_90g_dpd_24m,-0.42%,0.42%,2.88%,1.22%, 0.00 , 3.33 
total_cu_tl,mths_since_recent_revol_delinq,0.42%,0.42%,0.93%,0.67%, 40.42 , 66.98 
issue_d,total_bal_il,-0.42%,0.42%,1.78%,0.20%, - , 40.42 
