Feature 1,Feature 2,Correlation,Abs_Correlation,label_abs_corr_feat1,label_abs_corr_feat2, Feature 1 Missing , Feature 2 Missing 
open_rv_24m,total_bc_limit,10.74%,10.74%,6.91%,7.27%, 40.42 , 2.36 
revol_util,num_rev_tl_bal_gt_0,10.73%,10.73%,6.95%,5.06%, 0.08 , 3.33 
all_util,mths_since_recent_bc,10.72%,10.72%,7.38%,4.36%, 40.43 , 3.34 
total_cu_tl,num_sats,10.71%,10.71%,0.93%,1.84%, 40.42 , 2.77 
purpose,num_actv_bc_tl,-10.70%,10.70%,1.37%,2.34%, - , 3.33 
tot_cur_bal,num_actv_bc_tl,10.69%,10.69%,5.24%,2.34%, 3.33 , 3.33 
bc_util,num_sats,-10.69%,10.69%,7.59%,1.84%, 3.46 , 2.77 
open_rv_24m,pub_rec_bankruptcies,10.69%,10.69%,6.91%,2.17%, 40.42 , 0.07 
term,total_bal_ex_mort,10.67%,10.67%,9.11%,1.03%, - , 2.36 
max_bal_bc,num_tl_op_past_12m,-10.67%,10.67%,3.23%,7.72%, 40.42 , 3.33 
open_acc,total_cu_tl,10.67%,10.67%,1.78%,0.93%, 0.00 , 40.42 
max_bal_bc,acc_open_past_24mths,-10.65%,10.65%,3.23%,8.87%, 40.42 , 2.36 
mths_since_recent_bc_dlq,pub_rec_bankruptcies,10.61%,10.61%,0.31%,2.17%, 76.74 , 0.07 
open_acc,bc_util,-10.61%,10.61%,1.78%,7.59%, 0.00 , 3.46 
open_rv_12m,max_bal_bc,-10.60%,10.60%,5.27%,3.23%, 40.42 , 40.42 
revol_bal,pub_rec_bankruptcies,-10.58%,10.58%,1.79%,2.17%, - , 0.07 
verification_status,year_issued,-10.58%,10.58%,9.68%,14.60%, - , - 
il_util,mths_since_recent_inq,-10.58%,10.58%,5.89%,5.32%, 48.95 , 13.08 
mths_since_recent_revol_delinq,num_tl_op_past_12m,10.57%,10.57%,0.67%,7.72%, 66.98 , 3.33 
term,tot_hi_cred_lim,10.57%,10.57%,9.11%,6.20%, - , 3.33 
home_ownership,num_bc_tl,-10.57%,10.57%,5.05%,1.56%, - , 3.33 
sub_grade,purpose,10.56%,10.56%,22.50%,1.37%, - , - 
loan_amnt,sub_grade,10.53%,10.53%,2.68%,22.50%, - , - 
open_act_il,mo_sin_rcnt_tl,-10.53%,10.53%,0.89%,5.35%, 40.42 , 3.33 
mths_since_recent_inq,num_rev_accts,-10.52%,10.52%,5.32%,2.22%, 13.08 , 3.33 
total_rev_hi_lim,num_accts_ever_120_pd,-10.52%,10.52%,5.74%,0.85%, 3.33 , 3.33 
funded_amnt,sub_grade,10.51%,10.51%,2.68%,22.50%, - , - 
max_bal_bc,num_accts_ever_120_pd,-10.48%,10.48%,3.23%,0.85%, 40.42 , 3.33 
open_acc,mths_since_recent_inq,-10.45%,10.45%,1.78%,5.32%, 0.00 , 13.08 
dti,pct_tl_nvr_dlq,10.43%,10.43%,7.83%,0.37%, - , 3.33 
loan_amnt,grade,10.42%,10.42%,2.68%,22.19%, - , - 
funded_amnt_inv,sub_grade,10.42%,10.42%,2.64%,22.50%, - , - 
funded_amnt,grade,10.40%,10.40%,2.68%,22.19%, - , - 
all_util,avg_cur_bal,10.34%,10.34%,7.38%,5.62%, 40.43 , 3.33 
mort_acc,year_issued,-10.34%,10.34%,3.24%,14.60%, 2.36 , - 
pub_rec,max_bal_bc,-10.33%,10.33%,2.88%,3.23%, 0.00 , 40.42 
mo_sin_old_il_acct,pct_tl_nvr_dlq,-10.32%,10.32%,2.12%,0.37%, 6.37 , 3.33 
funded_amnt_inv,revol_util,10.32%,10.32%,2.64%,6.95%, - , 0.08 
funded_amnt,revol_util,10.32%,10.32%,2.68%,6.95%, - , 0.08 
title,initial_list_status,-10.31%,10.31%,2.77%,6.85%, 1.05 , - 
funded_amnt_inv,grade,10.31%,10.31%,2.64%,22.19%, - , - 
revol_util,open_il_12m,-10.31%,10.31%,6.95%,6.05%, 0.08 , 40.42 
mths_since_recent_inq,num_sats,-10.31%,10.31%,5.32%,1.84%, 13.08 , 2.77 
loan_amnt,revol_util,10.30%,10.30%,2.68%,6.95%, - , 0.08 
int_rate,purpose,10.29%,10.29%,19.85%,1.37%, - , - 
grade,purpose,10.29%,10.29%,22.19%,1.37%, - , - 
avg_cur_bal,num_sats,-10.28%,10.28%,5.62%,1.84%, 3.33 , 2.77 
mths_since_recent_revol_delinq,num_tl_30dpd,-10.28%,10.28%,0.67%,0.48%, 66.98 , 3.33 
open_acc,avg_cur_bal,-10.27%,10.27%,1.78%,5.62%, 0.00 , 3.33 
term,mort_acc,10.26%,10.26%,9.11%,3.24%, - , 2.36 
term,verification_status,10.24%,10.24%,9.11%,9.68%, - , - 
tot_cur_bal,num_rev_tl_bal_gt_0,10.19%,10.19%,5.24%,5.06%, 3.33 , 3.33 
purpose,num_rev_tl_bal_gt_0,-10.19%,10.19%,1.37%,5.06%, - , 3.33 
tot_cur_bal,num_actv_rev_tl,10.17%,10.17%,5.24%,5.07%, 3.33 , 3.33 
total_bal_il,mort_acc,10.17%,10.17%,0.20%,3.24%, 40.42 , 2.36 
term,max_bal_bc,10.17%,10.17%,9.11%,3.23%, - , 40.42 
term,home_ownership,-10.16%,10.16%,9.11%,5.05%, - , - 
purpose,num_actv_rev_tl,-10.16%,10.16%,1.37%,5.07%, - , 3.33 
tot_cur_bal,all_util,10.16%,10.16%,5.24%,7.38%, 3.33 , 40.43 
num_actv_rev_tl,pct_tl_nvr_dlq,10.14%,10.14%,5.07%,0.37%, 3.33 , 3.33 
annual_inc,open_il_24m,10.13%,10.13%,3.54%,6.07%, - , 40.42 
term,total_acc,10.13%,10.13%,9.11%,1.58%, - , 0.00 
mths_since_last_delinq,chargeoff_within_12_mths,-10.12%,10.12%,1.30%,0.21%, 50.89 , 0.01 
home_ownership,inq_fi,-10.12%,10.12%,5.05%,3.68%, - , 40.42 
inq_fi,mort_acc,10.12%,10.12%,3.68%,3.24%, 40.42 , 2.36 
revol_bal,mo_sin_old_il_acct,10.09%,10.09%,1.79%,2.12%, - , 6.37 
num_tl_op_past_12m,tot_hi_cred_lim,10.06%,10.06%,7.72%,6.20%, 3.33 , 3.33 
installment,mo_sin_old_il_acct,10.05%,10.05%,3.00%,2.12%, - , 6.37 
sub_grade,year_issued,-10.04%,10.04%,22.50%,14.60%, - , - 
revol_util,num_actv_rev_tl,10.03%,10.03%,6.95%,5.07%, 0.08 , 3.33 
delinq_2yrs,num_tl_30dpd,10.01%,10.01%,1.91%,0.48%, 0.00 , 3.33 
mths_since_last_record,open_rv_12m,-9.97%,9.97%,2.03%,5.27%, 84.01 , 40.42 
funded_amnt_inv,int_rate,9.96%,9.96%,2.64%,19.85%, - , - 
annual_inc,num_actv_bc_tl,9.95%,9.95%,3.54%,2.34%, - , 3.33 
pub_rec_bankruptcies,tot_hi_cred_lim,-9.95%,9.95%,2.17%,6.20%, 0.07 , 3.33 
loan_amnt,int_rate,9.95%,9.95%,2.68%,19.85%, - , - 
funded_amnt,int_rate,9.95%,9.95%,2.68%,19.85%, - , - 
total_bal_il,total_bc_limit,9.95%,9.95%,0.20%,7.27%, 40.42 , 2.36 
revol_util,total_acc,-9.93%,9.93%,6.95%,1.58%, 0.08 , 0.00 
il_util,mo_sin_old_rev_tl_op,-9.92%,9.92%,5.89%,3.56%, 48.95 , 3.33 
inq_last_12m,num_bc_sats,9.91%,9.91%,6.37%,0.43%, 40.42 , 2.77 
grade,year_issued,-9.91%,9.91%,22.19%,14.60%, - , - 
open_il_12m,bc_util,-9.89%,9.89%,6.05%,7.59%, 40.42 , 3.46 
mths_since_recent_revol_delinq,pub_rec_bankruptcies,9.87%,9.87%,0.67%,2.17%, 66.98 , 0.07 
tot_cur_bal,num_op_rev_tl,9.82%,9.82%,5.24%,2.36%, 3.33 , 3.33 
annual_inc,mo_sin_old_il_acct,9.82%,9.82%,3.54%,2.12%, - , 6.37 
open_act_il,inq_fi,9.81%,9.81%,0.89%,3.68%, 40.42 , 40.42 
dti,num_bc_tl,9.81%,9.81%,7.83%,1.56%, - , 3.33 
num_rev_accts,year_issued,-9.80%,9.80%,2.22%,14.60%, 3.33 , - 
open_rv_24m,mths_since_recent_revol_delinq,9.79%,9.79%,6.91%,0.67%, 40.42 , 66.98 
total_bc_limit,year_issued,9.78%,9.78%,7.27%,14.60%, 2.36 , - 
open_acc_6m,total_il_high_credit_limit,9.78%,9.78%,6.07%,1.21%, 40.42 , 3.33 
total_rev_hi_lim,mo_sin_old_il_acct,9.74%,9.74%,5.74%,2.12%, 3.33 , 6.37 
initial_list_status,bc_util,-9.72%,9.72%,6.85%,7.59%, - , 3.46 
pub_rec,total_rev_hi_lim,-9.71%,9.71%,2.88%,5.74%, 0.00 , 3.33 
initial_list_status,percent_bc_gt_75,-9.71%,9.71%,6.85%,7.83%, - , 3.43 
dti,total_rev_hi_lim,9.71%,9.71%,7.83%,5.74%, - , 3.33 
mths_since_last_major_derog,num_tl_120dpd_2m,-9.70%,9.70%,1.14%,0.22%, 73.98 , 7.13 
revol_util,num_actv_bc_tl,9.70%,9.70%,6.95%,2.34%, 0.08 , 3.33 
initial_list_status,bc_open_to_buy,9.69%,9.69%,6.85%,8.08%, - , 3.40 
revol_util,mths_since_recent_inq,9.66%,9.66%,6.95%,5.32%, 0.08 , 13.08 
il_util,num_accts_ever_120_pd,9.66%,9.66%,5.89%,0.85%, 48.95 , 3.33 
pub_rec,open_rv_24m,9.65%,9.65%,2.88%,6.91%, 0.00 , 40.42 
sub_grade,mo_sin_rcnt_rev_tl_op,-9.64%,9.64%,22.50%,5.12%, - , 3.33 
title,max_bal_bc,-9.62%,9.62%,2.77%,3.23%, 1.05 , 40.42 
tot_cur_bal,num_tl_op_past_12m,9.62%,9.62%,5.24%,7.72%, 3.33 , 3.33 
open_rv_12m,inq_fi,9.62%,9.62%,5.27%,3.68%, 40.42 , 40.42 
open_acc_6m,tot_hi_cred_lim,9.61%,9.61%,6.07%,6.20%, 40.42 , 3.33 
mort_acc,num_il_tl,9.58%,9.58%,3.24%,1.03%, 2.36 , 3.33 
annual_inc,num_il_tl,9.58%,9.58%,3.54%,1.03%, - , 3.33 
num_rev_tl_bal_gt_0,percent_bc_gt_75,9.50%,9.50%,5.06%,7.83%, 3.33 , 3.43 
verification_status,bc_open_to_buy,-9.49%,9.49%,9.68%,8.08%, - , 3.40 
inq_last_6mths,initial_list_status,-9.49%,9.49%,7.88%,6.85%, 0.00 , - 
il_util,total_rev_hi_lim,-9.49%,9.49%,5.89%,5.74%, 48.95 , 3.33 
verification_status,open_il_12m,9.48%,9.48%,9.68%,6.05%, - , 40.42 
mths_since_recent_bc_dlq,num_tl_30dpd,-9.47%,9.47%,0.31%,0.48%, 76.74 , 3.33 
open_acc_6m,total_cu_tl,9.46%,9.46%,6.07%,0.93%, 40.42 , 40.42 
mths_since_recent_inq,num_op_rev_tl,-9.46%,9.46%,5.32%,2.36%, 13.08 , 3.33 
open_rv_12m,mths_since_recent_bc_dlq,9.45%,9.45%,5.27%,0.31%, 40.42 , 76.74 
inq_last_12m,pub_rec_bankruptcies,9.42%,9.42%,6.37%,2.17%, 40.42 , 0.07 
revol_util,inq_fi,-9.40%,9.40%,6.95%,3.68%, 0.08 , 40.42 
revol_bal,il_util,-9.40%,9.40%,1.79%,5.89%, - , 48.95 
verification_status,dti,9.39%,9.39%,9.68%,7.83%, - , - 
num_sats,percent_bc_gt_75,-9.31%,9.31%,1.84%,7.83%, 2.77 , 3.43 
dti,mo_sin_rcnt_tl,-9.31%,9.31%,7.83%,5.35%, - , 3.33 
tot_cur_bal,open_acc_6m,9.31%,9.31%,5.24%,6.07%, 3.33 , 40.42 
inq_last_6mths,mths_since_rcnt_il,-9.31%,9.31%,7.88%,3.24%, 0.00 , 42.30 
total_rev_hi_lim,num_tl_op_past_12m,9.31%,9.31%,5.74%,7.72%, 3.33 , 3.33 
inq_fi,total_cu_tl,9.30%,9.30%,3.68%,0.93%, 40.42 , 40.42 
verification_status,acc_open_past_24mths,9.29%,9.29%,9.68%,8.87%, - , 2.36 
inq_last_6mths,mths_since_last_record,-9.29%,9.29%,7.88%,2.03%, 0.00 , 84.01 
home_ownership,open_il_24m,-9.28%,9.28%,5.05%,6.07%, - , 40.42 
mths_since_recent_bc,total_bc_limit,-9.25%,9.25%,4.36%,7.27%, 3.34 , 2.36 
open_acc,percent_bc_gt_75,-9.25%,9.25%,1.78%,7.83%, 0.00 , 3.43 
grade,mo_sin_rcnt_rev_tl_op,-9.25%,9.25%,22.19%,5.12%, - , 3.33 
mo_sin_rcnt_tl,num_actv_bc_tl,-9.24%,9.24%,5.35%,2.34%, 3.33 , 3.33 
mths_since_recent_bc,mths_since_recent_bc_dlq,-9.20%,9.20%,4.36%,0.31%, 3.34 , 76.74 
mths_since_recent_revol_delinq,pct_tl_nvr_dlq,9.19%,9.19%,0.67%,0.37%, 66.98 , 3.33 
mths_since_last_delinq,open_rv_24m,9.19%,9.19%,1.30%,6.91%, 50.89 , 40.42 
term,total_il_high_credit_limit,9.19%,9.19%,9.11%,1.21%, - , 3.33 
mo_sin_rcnt_rev_tl_op,mths_since_recent_bc_dlq,-9.19%,9.19%,5.12%,0.31%, 3.33 , 76.74 
max_bal_bc,num_op_rev_tl,9.17%,9.17%,3.23%,2.36%, 40.42 , 3.33 
bc_open_to_buy,pub_rec_bankruptcies,-9.15%,9.15%,8.08%,2.17%, 3.40 , 0.07 
annual_inc,num_rev_accts,9.12%,9.12%,3.54%,2.22%, - , 3.33 
home_ownership,total_bal_il,-9.11%,9.11%,5.05%,0.20%, - , 40.42 
tot_cur_bal,pub_rec_bankruptcies,-9.05%,9.05%,5.24%,2.17%, 3.33 , 0.07 
max_bal_bc,mths_since_recent_bc,9.04%,9.04%,3.23%,4.36%, 40.42 , 3.34 
num_actv_rev_tl,percent_bc_gt_75,9.00%,9.00%,5.07%,7.83%, 3.33 , 3.43 
sub_grade,mths_since_rcnt_il,-9.00%,9.00%,22.50%,3.24%, - , 42.30 
funded_amnt_inv,il_util,-9.00%,9.00%,2.64%,5.89%, - , 48.95 
loan_amnt,il_util,-8.99%,8.99%,2.68%,5.89%, - , 48.95 
funded_amnt,il_util,-8.99%,8.99%,2.68%,5.89%, - , 48.95 
int_rate,mths_since_rcnt_il,-8.98%,8.98%,19.85%,3.24%, - , 42.30 
mo_sin_rcnt_tl,mths_since_recent_bc_dlq,-8.98%,8.98%,5.35%,0.31%, 3.33 , 76.74 
int_rate,mo_sin_rcnt_rev_tl_op,-8.97%,8.97%,19.85%,5.12%, - , 3.33 
sub_grade,num_actv_rev_tl,8.95%,8.95%,22.50%,5.07%, - , 3.33 
mo_sin_rcnt_tl,total_bal_ex_mort,-8.93%,8.93%,5.35%,1.03%, 3.33 , 2.36 
sub_grade,num_rev_tl_bal_gt_0,8.92%,8.92%,22.50%,5.06%, - , 3.33 
open_act_il,total_cu_tl,8.92%,8.92%,0.89%,0.93%, 40.42 , 40.42 
funded_amnt_inv,initial_list_status,8.91%,8.91%,2.64%,6.85%, - , - 
num_il_tl,num_rev_accts,8.89%,8.89%,1.03%,2.22%, 3.33 , 3.33 
open_il_12m,mort_acc,8.88%,8.88%,6.05%,3.24%, 40.42 , 2.36 
mths_since_recent_bc,mths_since_recent_inq,8.87%,8.87%,4.36%,5.32%, 3.34 , 13.08 
initial_list_status,total_bc_limit,8.85%,8.85%,6.85%,7.27%, - , 2.36 
verification_status,il_util,8.84%,8.84%,9.68%,5.89%, - , 48.95 
verification_status,inq_last_12m,8.81%,8.81%,9.68%,6.37%, - , 40.42 
bc_util,mths_since_recent_inq,8.80%,8.80%,7.59%,5.32%, 3.46 , 13.08 
bc_util,total_bal_ex_mort,8.79%,8.79%,7.59%,1.03%, 3.46 , 2.36 
open_acc_6m,max_bal_bc,-8.79%,8.79%,6.07%,3.23%, 40.42 , 40.42 
pub_rec,acc_open_past_24mths,8.78%,8.78%,2.88%,8.87%, 0.00 , 2.36 
grade,num_actv_rev_tl,8.78%,8.78%,22.19%,5.07%, - , 3.33 
open_il_24m,open_rv_24m,8.76%,8.76%,6.07%,6.91%, 40.42 , 40.42 
grade,num_rev_tl_bal_gt_0,8.74%,8.74%,22.19%,5.06%, - , 3.33 
num_tl_op_past_12m,pub_rec_bankruptcies,8.74%,8.74%,7.72%,2.17%, 3.33 , 0.07 
purpose,dti,-8.72%,8.72%,1.37%,7.83%, - , - 
funded_amnt_inv,pct_tl_nvr_dlq,8.70%,8.70%,2.64%,0.37%, - , 3.33 
all_util,pct_tl_nvr_dlq,-8.70%,8.70%,7.38%,0.37%, 40.43 , 3.33 
funded_amnt,pct_tl_nvr_dlq,8.69%,8.69%,2.68%,0.37%, - , 3.33 
loan_amnt,pct_tl_nvr_dlq,8.69%,8.69%,2.68%,0.37%, - , 3.33 
revol_util,tot_cur_bal,8.68%,8.68%,6.95%,5.24%, 0.08 , 3.33 
open_act_il,num_accts_ever_120_pd,8.67%,8.67%,0.89%,0.85%, 40.42 , 3.33 
mths_since_last_delinq,num_tl_op_past_12m,8.67%,8.67%,1.30%,7.72%, 50.89 , 3.33 
grade,mths_since_rcnt_il,-8.67%,8.67%,22.19%,3.24%, - , 42.30 
int_rate,mort_acc,-8.64%,8.64%,19.85%,3.24%, - , 2.36 
funded_amnt,initial_list_status,8.62%,8.62%,2.68%,6.85%, - , - 
total_cu_tl,inq_last_12m,8.62%,8.62%,0.93%,6.37%, 40.42 , 40.42 
loan_amnt,pub_rec_bankruptcies,-8.60%,8.60%,2.68%,2.17%, - , 0.07 
funded_amnt,pub_rec_bankruptcies,-8.59%,8.59%,2.68%,2.17%, - , 0.07 
revol_util,initial_list_status,-8.58%,8.58%,6.95%,6.85%, 0.08 , - 
funded_amnt_inv,pub_rec_bankruptcies,-8.56%,8.56%,2.64%,2.17%, - , 0.07 
collections_12_mths_ex_med,num_tl_90g_dpd_24m,8.54%,8.54%,1.01%,1.22%, 0.01 , 3.33 
loan_amnt,initial_list_status,8.53%,8.53%,2.68%,6.85%, - , - 
inq_last_6mths,il_util,8.53%,8.53%,7.88%,5.89%, 0.00 , 48.95 
open_il_12m,percent_bc_gt_75,-8.52%,8.52%,6.05%,7.83%, 40.42 , 3.43 
sub_grade,tot_cur_bal,-8.51%,8.51%,22.50%,5.24%, - , 3.33 
mths_since_last_delinq,mths_since_recent_bc,-8.51%,8.51%,1.30%,4.36%, 50.89 , 3.34 
mo_sin_old_il_acct,total_bc_limit,8.46%,8.46%,2.12%,7.27%, 6.37 , 2.36 
chargeoff_within_12_mths,pct_tl_nvr_dlq,-8.45%,8.45%,0.21%,0.37%, 0.01 , 3.33 
mths_since_last_major_derog,mths_since_recent_bc,-8.45%,8.45%,1.14%,4.36%, 73.98 , 3.34 
open_rv_12m,total_bc_limit,8.44%,8.44%,5.27%,7.27%, 40.42 , 2.36 
installment,il_util,-8.42%,8.42%,3.00%,5.89%, - , 48.95 
total_cu_tl,mo_sin_rcnt_tl,-8.41%,8.41%,0.93%,5.35%, 40.42 , 3.33 
open_acc_6m,total_bal_ex_mort,8.39%,8.39%,6.07%,1.03%, 40.42 , 2.36 
mths_since_recent_inq,num_bc_tl,-8.39%,8.39%,5.32%,1.56%, 13.08 , 3.33 
pub_rec,inq_last_12m,8.38%,8.38%,2.88%,6.37%, 0.00 , 40.42 
bc_open_to_buy,num_accts_ever_120_pd,-8.38%,8.38%,8.08%,0.85%, 3.40 , 3.33 
sub_grade,avg_cur_bal,-8.38%,8.38%,22.50%,5.62%, - , 3.33 
int_rate,tot_cur_bal,-8.36%,8.36%,19.85%,5.24%, - , 3.33 
inq_last_12m,num_actv_rev_tl,8.36%,8.36%,6.37%,5.07%, 40.42 , 3.33 
term,total_bal_il,8.35%,8.35%,9.11%,0.20%, - , 40.42 
mths_since_last_delinq,tot_hi_cred_lim,-8.35%,8.35%,1.30%,6.20%, 50.89 , 3.33 
max_bal_bc,mo_sin_rcnt_tl,8.34%,8.34%,3.23%,5.35%, 40.42 , 3.33 
home_ownership,num_op_rev_tl,-8.32%,8.32%,5.05%,2.36%, - , 3.33 
int_rate,num_actv_rev_tl,8.32%,8.32%,19.85%,5.07%, - , 3.33 
open_acc_6m,total_rev_hi_lim,8.32%,8.32%,6.07%,5.74%, 40.42 , 3.33 
home_ownership,num_il_tl,-8.31%,8.31%,5.05%,1.03%, - , 3.33 
purpose,num_bc_sats,-8.29%,8.29%,1.37%,0.43%, - , 2.77 
zip_code,total_cu_tl,8.29%,8.29%,0.06%,0.93%, - , 40.42 
sub_grade,pct_tl_nvr_dlq,-8.28%,8.28%,22.50%,0.37%, - , 3.33 
int_rate,num_rev_tl_bal_gt_0,8.27%,8.27%,19.85%,5.06%, - , 3.33 
mort_acc,num_op_rev_tl,8.27%,8.27%,3.24%,2.36%, 2.36 , 3.33 
delinq_2yrs,num_il_tl,8.26%,8.26%,1.91%,1.03%, 0.00 , 3.33 
purpose,percent_bc_gt_75,-8.24%,8.24%,1.37%,7.83%, - , 3.43 
revol_util,open_il_24m,-8.23%,8.23%,6.95%,6.07%, 0.08 , 40.42 
mo_sin_old_rev_tl_op,pct_tl_nvr_dlq,-8.23%,8.23%,3.56%,0.37%, 3.33 , 3.33 
delinq_2yrs,mo_sin_old_rev_tl_op,8.22%,8.22%,1.91%,3.56%, 0.00 , 3.33 
num_accts_ever_120_pd,num_tl_op_past_12m,8.22%,8.22%,0.85%,7.72%, 3.33 , 3.33 
delinq_2yrs,mths_since_last_record,-8.19%,8.19%,1.91%,2.03%, 0.00 , 84.01 
home_ownership,bc_open_to_buy,-8.19%,8.19%,5.05%,8.08%, - , 3.40 
all_util,num_accts_ever_120_pd,8.16%,8.16%,7.38%,0.85%, 40.43 , 3.33 
il_util,open_rv_24m,8.15%,8.15%,5.89%,6.91%, 48.95 , 40.42 
inq_fi,bc_util,-8.14%,8.14%,3.68%,7.59%, 40.42 , 3.46 
int_rate,avg_cur_bal,-8.13%,8.13%,19.85%,5.62%, - , 3.33 
term,revol_bal,8.12%,8.12%,9.11%,1.79%, - , - 
inq_last_12m,num_rev_tl_bal_gt_0,8.10%,8.10%,6.37%,5.06%, 40.42 , 3.33 
delinq_2yrs,mo_sin_old_il_acct,8.10%,8.10%,1.91%,2.12%, 0.00 , 6.37 
int_rate,num_bc_tl,-8.10%,8.10%,19.85%,1.56%, - , 3.33 
sub_grade,mort_acc,-8.10%,8.10%,22.50%,3.24%, - , 2.36 
term,avg_cur_bal,8.09%,8.09%,9.11%,5.62%, - , 3.33 
mths_since_recent_inq,percent_bc_gt_75,8.09%,8.09%,5.32%,7.83%, 13.08 , 3.43 
mths_since_last_record,num_tl_op_past_12m,-8.09%,8.09%,2.03%,7.72%, 84.01 , 3.33 
mths_since_last_major_derog,open_rv_24m,8.07%,8.07%,1.14%,6.91%, 73.98 , 40.42 
mo_sin_rcnt_tl,tot_hi_cred_lim,-8.07%,8.07%,5.35%,6.20%, 3.33 , 3.33 
open_il_24m,num_rev_accts,8.07%,8.07%,6.07%,2.22%, 40.42 , 3.33 
num_tl_120dpd_2m,num_tl_90g_dpd_24m,8.06%,8.06%,0.22%,1.22%, 7.13 , 3.33 
grade,pct_tl_nvr_dlq,-8.06%,8.06%,22.19%,0.37%, - , 3.33 
pub_rec,mths_since_recent_bc_dlq,8.03%,8.03%,2.88%,0.31%, 0.00 , 76.74 
inq_last_6mths,revol_util,-8.03%,8.03%,7.88%,6.95%, 0.00 , 0.08 
mths_since_recent_bc_dlq,pct_tl_nvr_dlq,8.01%,8.01%,0.31%,0.37%, 76.74 , 3.33 
dti,inq_fi,8.01%,8.01%,7.83%,3.68%, - , 40.42 
avg_cur_bal,num_rev_accts,-8.01%,8.01%,5.62%,2.22%, 3.33 , 3.33 
mths_since_recent_bc,mths_since_recent_revol_delinq,-7.98%,7.98%,4.36%,0.67%, 3.34 , 66.98 
dti,num_tl_op_past_12m,7.98%,7.98%,7.83%,7.72%, - , 3.33 
bc_open_to_buy,total_il_high_credit_limit,7.98%,7.98%,8.08%,1.21%, 3.40 , 3.33 
avg_cur_bal,bc_util,7.95%,7.95%,5.62%,7.59%, 3.33 , 3.46 
loan_amnt,num_il_tl,7.95%,7.95%,2.68%,1.03%, - , 3.33 
funded_amnt,num_il_tl,7.95%,7.95%,2.68%,1.03%, - , 3.33 
funded_amnt_inv,num_il_tl,7.95%,7.95%,2.64%,1.03%, - , 3.33 
grade,tot_cur_bal,-7.95%,7.95%,22.19%,5.24%, - , 3.33 
pub_rec,bc_open_to_buy,-7.94%,7.94%,2.88%,8.08%, 0.00 , 3.40 
sub_grade,num_bc_tl,-7.94%,7.94%,22.50%,1.56%, - , 3.33 
tot_cur_bal,mo_sin_rcnt_tl,-7.93%,7.93%,5.24%,5.35%, 3.33 , 3.33 
delinq_2yrs,mort_acc,7.92%,7.92%,1.91%,3.24%, 0.00 , 2.36 
verification_status,inq_last_6mths,7.92%,7.92%,9.68%,7.88%, - , 0.00 
pub_rec,revol_bal,-7.90%,7.90%,2.88%,1.79%, 0.00 , - 
emp_length,tot_hi_cred_lim,-7.89%,7.89%,2.21%,6.20%, 6.09 , 3.33 
home_ownership,acc_open_past_24mths,-7.89%,7.89%,5.05%,8.87%, - , 2.36 
delinq_2yrs,num_rev_accts,7.86%,7.86%,1.91%,2.22%, 0.00 , 3.33 
installment,pub_rec_bankruptcies,-7.86%,7.86%,3.00%,2.17%, - , 0.07 
open_acc_6m,open_act_il,7.86%,7.86%,6.07%,0.89%, 40.42 , 40.42 
term,num_il_tl,7.86%,7.86%,9.11%,1.03%, - , 3.33 
revol_bal,num_accts_ever_120_pd,-7.85%,7.85%,1.79%,0.85%, - , 3.33 
open_il_24m,mths_since_recent_bc_dlq,7.84%,7.84%,6.07%,0.31%, 40.42 , 76.74 
open_rv_12m,pub_rec_bankruptcies,7.83%,7.83%,5.27%,2.17%, 40.42 , 0.07 
max_bal_bc,inq_last_12m,-7.83%,7.83%,3.23%,6.37%, 40.42 , 40.42 
grade,avg_cur_bal,-7.83%,7.83%,22.19%,5.62%, - , 3.33 
mo_sin_rcnt_rev_tl_op,pub_rec_bankruptcies,-7.83%,7.83%,5.12%,2.17%, 3.33 , 0.07 
open_il_24m,mths_since_recent_revol_delinq,7.81%,7.81%,6.07%,0.67%, 40.42 , 66.98 
annual_inc,open_il_12m,7.79%,7.79%,3.54%,6.05%, - , 40.42 
open_act_il,inq_last_12m,7.77%,7.77%,0.89%,6.37%, 40.42 , 40.42 
mths_since_last_record,mths_since_recent_revol_delinq,-7.76%,7.76%,2.03%,0.67%, 84.01 , 66.98 
int_rate,home_ownership,7.74%,7.74%,19.85%,5.05%, - , - 
mths_since_last_major_derog,pub_rec_bankruptcies,7.74%,7.74%,1.14%,2.17%, 73.98 , 0.07 
sub_grade,home_ownership,7.72%,7.72%,22.50%,5.05%, - , - 
delinq_2yrs,total_bc_limit,-7.72%,7.72%,1.91%,7.27%, 0.00 , 2.36 
pub_rec,num_tl_op_past_12m,7.72%,7.72%,2.88%,7.72%, 0.00 , 3.33 
revol_util,pub_rec_bankruptcies,-7.72%,7.72%,6.95%,2.17%, 0.08 , 0.07 
tot_coll_amt,mths_since_recent_bc_dlq,7.72%,7.72%,0.15%,0.31%, 3.33 , 76.74 
emp_title,open_act_il,-7.71%,7.71%,2.52%,0.89%, 6.96 , 40.42 
mths_since_last_major_derog,num_accts_ever_120_pd,-7.71%,7.71%,1.14%,0.85%, 73.98 , 3.33 
int_rate,pct_tl_nvr_dlq,-7.71%,7.71%,19.85%,0.37%, - , 3.33 
inq_last_12m,num_accts_ever_120_pd,7.70%,7.70%,6.37%,0.85%, 40.42 , 3.33 
